Title,Series,Author,Publisher,Year,ISBN,Image,Read,Goodreads 
Вестителят на Бурята,Стийлхейвън,Ричард Форд,Artline Studios,2015,9786191930166,https://artline-store.net/userfiles/productlargeimages/product_183.jpg,y,https://www.goodreads.com/book/show/24970305
Разбитата корона,Стийлхейвън,Ричард Форд,Artline Studios,2018,9786191931293,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/r/a/dc3a11aca70c1da248cd2438d0c819ea/razbitata-korona-stiylheyvan-2-30.jpg,y,https://www.goodreads.com/book/show/42883052
Господарят на пепелищата,Стийлхейвън,Ричард Форд,Artline Studios,2021,9786191932504,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/g/o/7f82a593f372dec1ba977695d830f8e9/gospodaryat-na-pepelishtata-stiylheyvan-3-30.jpg,y,https://www.goodreads.com/book/show/59753885
Еманципирана магия,Вещици,Тери Пратчет,Artline Studios,2022,9789544221201,https://artline-store.net/userfiles/productlargeimages/product_2160.jpg
Захапи за врата,Вещици,Тери Пратчет,Artline Studios,2022,9789544221225,https://artline-store.net/userfiles/productlargeimages/product_2170.jpg
Вещици в чужбина,Вещици,Тери Пратчет,Artline Studios,2022,9789544221133,https://artline-store.net/userfiles/productlargeimages/product_2164.jpg
Маскарад,Вещици,Тери Пратчет,Artline Studios,2022,9789544221300,https://artline-store.net/userfiles/productlargeimages/product_2168.jpg
Посестрими в занаята,Вещици,Тери Пратчет,Artline Studios,2022,9789544221423,https://artline-store.net/userfiles/productlargeimages/product_2162.jpg
Господари и господарки,Вещици,Тери Пратчет,Artline Studios,2022,9789544221171,https://artline-store.net/userfiles/productlargeimages/product_2166.jpg
Шовинист,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221539,https://artline-store.net/userfiles/productlargeimages/product_2097.jpg
Петият слон,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221386,https://artline-store.net/userfiles/productlargeimages/product_2101.jpg
Смрък,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221461,https://artline-store.net/userfiles/productlargeimages/product_2111.jpg
Туп!,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221485,https://artline-store.net/userfiles/productlargeimages/product_2124.jpg
Чудовищна команда,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221515,https://artline-store.net/userfiles/productlargeimages/product_2109.jpg
Въоръжени мъже,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221157,https://artline-store.net/userfiles/productlargeimages/product_2103.jpg
Глинени крака,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221164,https://artline-store.net/userfiles/productlargeimages/product_2105.jpg
Стражите! Стражите!,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221478,https://artline-store.net/userfiles/productlargeimages/product_2107.jpg
Нощна стража,Градската стража,Тери Пратчет,Artline Studios,2022,9789544221355,https://artline-store.net/userfiles/productlargeimages/product_2099.jpg
Пирамиди,Древни цивилизации,Тери Пратчет,Artline Studios,2023,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/p/i/761afdd38f119e767e5db43a2533ea12/piramidi-novo-izdanie-30.jpg
Малки богове,Древни цивилизации,Тери Пратчет,Artline Studios,2023,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/m/a/537c8d77b36804671f5725613381da1b/malki-bogove-novo-izdanie-30.jpg
Изумителният Морис и неговите образовани гризачи,Древни цивилизации,Тери Пратчет,Artline Studios,2023,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/i/z/8a3baf88f0ad98bc762f39c55653cb08/izumitelniyat-moris-novo-izdanie-30.jpg
Цветът на магията,Магьосници,Тери Пратчет,Artline Studios,2023,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/t/s/1e289df8353a39dcd643d652df437624/tsvetat-na-magiyata-novo-izdanie-30.jpg
Фантастична светлина,Магьосници,Тери Пратчет,Artline Studios,2023,https://cdn.ozone.bg/media/catalog/product/cache/1/image/a4e40ebdc3e371adff845072e1c73f37/f/a/3c58d6b61a4155e6ba4a90799d404d95/fantastichna-svetlina-novo-izdanie-30.jpg
